order_id,customer_id,product_id,quantity,order_date,status,total_amount,name,email,city,state,signup_date,product_name,category,price,stock,order_year,order_month
845,229,67,1,2026-02-07,refunded,65.77,Alexandra Dominguez,mcneilrobert@example.org,Jonesfurt,Colorado,2025-08-22,Progressive discrete support,Home & Kitchen,65.77,115,2026,2
846,71,60,3,2026-05-12,cancelled,1152.93,Brittany Cantu,william46@example.com,Sanchezside,Georgia,2024-08-07,Integrated demand-driven definition,Sports,384.31,65,2026,5
847,336,12,5,2026-01-05,refunded,2394.25,Sarah Phillips,kennetheaton@example.net,Susantown,Oklahoma,2026-01-27,Public-key bottom-line structure,Clothing,478.85,172,2026,1
848,9,48,2,2026-02-25,cancelled,460.26,Michael Carlson,djames@example.net,Tashatown,Utah,2025-08-11,Innovative client-server paradigm,Clothing,230.13,488,2026,2
849,578,39,5,2025-12-20,pending,1288.5,Susan Mccann,josechristian@example.org,Williamsonview,Georgia,2023-09-19,Implemented fault-tolerant structure,Clothing,257.7,46,2025,12
850,476,48,5,2026-03-17,refunded,1150.65,Omar Johnson,gmiller@example.org,Johnathanview,Louisiana,2026-01-09,Innovative client-server paradigm,Clothing,230.13,488,2026,3
851,792,100,2,2026-02-03,pending,91.14,Kathy Smith,dfrazier@example.net,Samanthahaven,Maryland,2025-07-30,Right-sized encompassing methodology,Sports,45.57,95,2026,2
852,155,1,4,2025-09-24,completed,73.4,Cheryl Alexander,shernandez@example.org,Shawfort,West Virginia,2025-08-19,Persistent logistical encryption,Electronics,18.35,140,2025,9
853,239,70,3,2025-08-01,completed,123.18,Troy Mills,gary24@example.net,Port Rachelmouth,Nevada,2024-04-07,Cross-platform full-range middleware,Electronics,41.06,323,2025,8
854,974,43,1,2026-03-19,refunded,498.07,Patricia Smith,melvinruiz@example.net,Halefort,Texas,2024-07-30,Distributed value-added workforce,Sports,498.07,270,2026,3
855,870,95,3,2025-09-28,completed,299.4,Eric Hays,shaffercindy@example.org,North Aaronville,North Dakota,2023-09-28,Customizable uniform intranet,Clothing,99.8,111,2025,9
856,211,68,2,2026-01-28,refunded,346.0,Robert Soto,daniellereynolds@example.org,South Brittany,Missouri,2023-06-18,Exclusive high-level secured line,Electronics,173.0,301,2026,1
857,504,8,2,2025-11-07,cancelled,426.46,Joshua Moore,washingtondarren@example.org,Watkinsmouth,Nebraska,2024-01-17,Automated systemic service-desk,Sports,213.23,229,2025,11
858,96,6,2,2025-10-29,refunded,511.28,Bobby Franklin,martinezclaudia@example.net,Oscarhaven,Maine,2024-10-23,Fully-configurable maximized success,Clothing,255.64,13,2025,10
859,718,48,4,2025-12-09,completed,920.52,Amanda Jimenez,turneremily@example.net,Jacksonmouth,Delaware,2024-11-23,Innovative client-server paradigm,Clothing,230.13,488,2025,12
860,595,13,5,2025-12-09,pending,259.05,Jeffery Williams,teresa32@example.com,West Taylorland,New Mexico,2024-05-08,Vision-oriented real-time project,Electronics,51.81,49,2025,12
861,653,51,1,2025-10-08,completed,421.77,John Patterson,morgansharon@example.org,Holmesshire,Illinois,2023-10-10,Programmable impactful matrices,Books,421.77,259,2025,10
862,446,85,2,2025-12-07,pending,449.8,Dawn Jones,william50@example.org,Matthewshire,South Carolina,2026-05-01,Reduced well-modulated paradigm,Electronics,224.9,441,2025,12
863,299,34,3,2025-11-02,refunded,1329.06,Zachary Stanley,williamsdarrell@example.com,Martinezview,New Mexico,2025-07-22,Re-contextualized even-keeled policy,Home & Kitchen,443.02,329,2025,11
864,718,95,3,2025-12-12,cancelled,299.4,Amanda Jimenez,turneremily@example.net,Jacksonmouth,Delaware,2024-11-23,Customizable uniform intranet,Clothing,99.8,111,2025,12
865,464,35,2,2026-03-27,completed,153.14,Linda Wilkins,troy01@example.org,New Rebecca,South Dakota,2025-11-17,Automated well-modulated challenge,Home & Kitchen,76.57,71,2026,3
866,967,26,2,2025-09-26,completed,613.8,Christine Lyons,christopher34@example.org,Greenville,North Dakota,2025-06-04,Fully-configurable mission-critical database,Electronics,306.9,87,2025,9
867,160,14,2,2026-02-18,refunded,849.3,Breanna Gilbert,johnsantiago@example.net,Lake Jesse,Connecticut,2024-09-08,Public-key transitional algorithm,Books,424.65,309,2026,2
868,478,41,4,2025-07-03,completed,1589.12,Amanda Riggs,caitlinunderwood@example.com,Townsendbury,Texas,2024-10-08,Integrated methodical structure,Clothing,397.28,216,2025,7
869,549,46,2,2026-04-13,refunded,753.84,Maria Ross,zestrada@example.com,Dylanmouth,Connecticut,2023-10-25,Function-based scalable emulation,Sports,376.92,393,2026,4
870,316,60,3,2025-08-20,completed,1152.93,Jason House,bartonshannon@example.net,South Adam,West Virginia,2023-08-06,Integrated demand-driven definition,Sports,384.31,65,2025,8
871,93,21,3,2025-07-15,completed,1478.07,Ashley Delacruz,alexistyler@example.org,Alfredview,Arkansas,2023-10-30,Decentralized bi-directional circuit,Books,492.69,437,2025,7
872,221,42,2,2026-05-05,completed,74.74,Robin Trujillo,amanda98@example.org,Tiffanyport,Maine,2025-03-02,Organic systematic frame,Sports,37.37,195,2026,5
873,729,32,3,2026-03-13,refunded,1371.24,Rick Glenn,hornjenna@example.com,New Devin,Vermont,2024-11-23,Team-oriented leadingedge groupware,Clothing,457.08,290,2026,3
874,526,7,3,2026-01-08,cancelled,312.65999999999997,Elizabeth Morales,seandavis@example.org,New Alicia,Wyoming,2024-04-13,Cloned 24hour synergy,Sports,104.22,332,2026,1
875,840,23,1,2025-08-15,refunded,229.97,Courtney Miller,lisa80@example.net,West Nicoleton,Delaware,2023-08-05,Versatile bifurcated success,Books,229.97,427,2025,8
876,876,58,5,2025-10-05,pending,2368.8999999999996,Matthew Bell,stephen24@example.net,Sandraland,Tennessee,2024-11-25,Multi-tiered 24/7 secured line,Sports,473.78,43,2025,10
877,97,60,1,2025-06-30,pending,384.31,Annette Miles,russellbeasley@example.com,Mariafurt,Nebraska,2025-08-21,Integrated demand-driven definition,Sports,384.31,65,2025,6
878,125,2,1,2025-06-23,pending,116.26,Jenny Parsons,kevinwilliams@example.com,Brownfort,Rhode Island,2025-01-21,Synergized real-time intranet,Clothing,116.26,377,2025,6
879,134,26,4,2026-06-01,cancelled,1227.6,Amy Lambert,zcox@example.net,North Douglas,Rhode Island,2025-06-26,Fully-configurable mission-critical database,Electronics,306.9,87,2026,6
880,703,81,1,2025-10-31,cancelled,401.48,Colton Smith,travis66@example.net,Patrickport,Tennessee,2026-05-31,Cross-group value-added core,Books,401.48,55,2025,10
881,940,10,1,2025-10-19,completed,380.84,William Sanders,sergiowoods@example.org,Martinland,Connecticut,2025-02-17,Networked asynchronous toolset,Electronics,380.84,81,2025,10
882,203,83,4,2025-12-26,pending,300.96,Douglas Hartman,daniel93@example.net,Lake Katrina,Alaska,2026-04-23,Programmable exuding approach,Home & Kitchen,75.24,93,2025,12
883,95,43,1,2026-04-10,completed,498.07,Kelly Ellis,browntimothy@example.com,Parksfort,Virginia,2026-03-07,Distributed value-added workforce,Sports,498.07,270,2026,4
884,965,60,1,2026-02-18,pending,384.31,Curtis Krause,heidi41@example.com,Bethstad,Wyoming,2025-05-17,Integrated demand-driven definition,Sports,384.31,65,2026,2
885,947,74,4,2025-11-18,refunded,447.28,Carly Espinoza,asmith@example.org,South Carlos,Alabama,2024-05-20,Re-contextualized multi-state encryption,Home & Kitchen,111.82,67,2025,11
886,509,4,4,2025-12-16,refunded,195.76,Diana Blair,johnhamilton@example.org,New Rachel,Nebraska,2026-05-23,Profit-focused secondary budgetary management,Sports,48.94,216,2025,12
887,177,46,2,2026-04-19,pending,753.84,Andrew Harper,sanchezbradley@example.com,New Jeff,Wyoming,2023-08-14,Function-based scalable emulation,Sports,376.92,393,2026,4
888,282,36,4,2025-12-16,pending,1496.04,Laura Thompson,marywright@example.com,West Janetview,Mississippi,2025-12-02,Digitized multi-state forecast,Clothing,374.01,275,2025,12
889,36,79,5,2026-02-17,pending,1693.15,Jeremy Lewis,yleon@example.net,Lake Christopher,North Carolina,2025-06-10,Enhanced 6thgeneration portal,Electronics,338.63,330,2026,2
890,663,38,4,2025-06-29,refunded,813.16,Ana Thomas,lauralee@example.com,Louischester,South Dakota,2024-03-08,Re-contextualized high-level structure,Sports,203.29,112,2025,6
891,904,71,4,2025-08-30,completed,476.36,Andrew Cohen,criley@example.net,North Stephanie,Kentucky,2026-05-17,Cloned encompassing neural-net,Electronics,119.09,463,2025,8
892,90,36,4,2025-11-27,pending,1496.04,Jeremy Young,cory58@example.net,Bruceview,Illinois,2026-05-10,Digitized multi-state forecast,Clothing,374.01,275,2025,11
893,430,26,5,2025-08-19,pending,1534.5,Daniel Thompson,fcamacho@example.net,Michellebury,Nevada,2024-08-30,Fully-configurable mission-critical database,Electronics,306.9,87,2025,8
894,646,70,1,2025-09-02,refunded,41.06,Wendy Steele,erin70@example.com,Port Sheilachester,Nebraska,2024-04-09,Cross-platform full-range middleware,Electronics,41.06,323,2025,9
895,801,92,3,2025-10-08,refunded,411.0,Jasmine Clark,rubioashley@example.com,Port Alexisport,Oklahoma,2026-01-19,Reverse-engineered didactic policy,Home & Kitchen,137.0,401,2025,10
896,558,63,3,2026-03-01,cancelled,1447.17,Alex Stewart,gmorris@example.com,Lake Emilymouth,New York,2024-12-16,Decentralized solution-oriented customer loyalty,Home & Kitchen,482.39,475,2026,3
897,398,35,2,2025-12-11,completed,153.14,Denise Guerra,caseymoore@example.com,Ambermouth,Alabama,2025-10-11,Automated well-modulated challenge,Home & Kitchen,76.57,71,2025,12
898,327,77,2,2026-01-08,completed,107.74,Mary Henry,charles58@example.org,New Carlos,North Carolina,2023-12-05,Streamlined dynamic emulation,Electronics,53.87,220,2026,1
899,918,100,3,2026-01-23,completed,136.71,Nathan Ramirez,halltrevor@example.org,Mitchellfurt,Massachusetts,2025-09-21,Right-sized encompassing methodology,Sports,45.57,95,2026,1
900,829,61,5,2025-06-29,cancelled,2368.65,Daniel Murphy,christopherholt@example.org,Joshuaborough,Colorado,2024-06-30,Distributed even-keeled portal,Home & Kitchen,473.73,84,2025,6
901,786,75,2,2025-10-30,pending,581.28,Mallory Taylor,patrickdunn@example.net,Patelbury,Missouri,2023-09-13,Fully-configurable eco-centric website,Sports,290.64,124,2025,10
902,103,32,2,2026-05-08,cancelled,914.16,Jacob Griffith,wareeric@example.net,Lake Christophermouth,Texas,2024-09-20,Team-oriented leadingedge groupware,Clothing,457.08,290,2026,5
903,547,95,1,2025-07-25,pending,99.8,Megan Sanders,wilsonralph@example.net,Lake Saraburgh,California,2024-07-16,Customizable uniform intranet,Clothing,99.8,111,2025,7
904,590,50,3,2025-09-27,pending,770.3399999999999,Ashley Morris,millermariah@example.net,Gibsonview,Rhode Island,2025-06-04,Up-sized multimedia synergy,Clothing,256.78,54,2025,9
905,181,31,5,2026-05-10,cancelled,1020.8499999999999,Kristin Anderson,jonathanrivera@example.org,Booneland,Ohio,2025-08-16,Fundamental global frame,Books,204.17,33,2026,5
906,826,95,3,2026-02-09,completed,299.4,Susan Clark,henryandrew@example.org,Chungland,Indiana,2025-07-06,Customizable uniform intranet,Clothing,99.8,111,2026,2
907,721,90,3,2026-05-13,pending,334.74,Lindsay Schneider,vkent@example.net,Valdezside,Nevada,2025-11-16,Organic attitude-oriented leverage,Home & Kitchen,111.58,205,2026,5
908,577,25,4,2025-10-12,cancelled,1348.24,Erin Campbell,perryhunter@example.com,North Stacy,Oklahoma,2025-05-23,Switchable global circuit,Clothing,337.06,359,2025,10
909,180,63,1,2025-08-16,completed,482.39,Chase Bennett,oallen@example.com,Port Steven,Arkansas,2025-02-19,Decentralized solution-oriented customer loyalty,Home & Kitchen,482.39,475,2025,8
910,58,30,5,2025-11-02,pending,595.7,Joseph Hill,tranheidi@example.org,Garciatown,Oregon,2024-04-20,Versatile dynamic system engine,Electronics,119.14,16,2025,11
911,21,68,4,2025-09-04,completed,692.0,John Calhoun,brianromero@example.org,New Carlosbury,Montana,2023-10-23,Exclusive high-level secured line,Electronics,173.0,301,2025,9
912,340,79,2,2026-05-14,pending,677.26,Michael Young,christine35@example.com,Murphyport,Vermont,2025-03-15,Enhanced 6thgeneration portal,Electronics,338.63,330,2026,5
913,349,92,2,2025-11-07,cancelled,274.0,Haley Sparks,shawdon@example.org,North Xavier,Louisiana,2024-01-31,Reverse-engineered didactic policy,Home & Kitchen,137.0,401,2025,11
914,61,3,2,2025-08-09,pending,680.56,Kevin Patterson,lynchjody@example.org,West Donna,Hawaii,2024-03-02,Front-line context-sensitive Local Area Network,Electronics,340.28,456,2025,8
915,793,15,5,2026-01-18,cancelled,2023.55,Christopher Dudley,ispence@example.net,South Christine,Iowa,2024-08-16,Organic mission-critical success,Books,404.71,373,2026,1
916,984,10,3,2026-01-26,refunded,1142.52,Cassandra Kelly,griffinkenneth@example.org,West Jessicaside,West Virginia,2024-08-21,Networked asynchronous toolset,Electronics,380.84,81,2026,1
917,601,13,3,2025-09-15,cancelled,155.43,Robert Horton,micheleclark@example.net,Lake John,South Dakota,2026-01-09,Vision-oriented real-time project,Electronics,51.81,49,2025,9
918,331,18,2,2026-05-16,refunded,886.8,Carol Huber,simsjason@example.net,Port Gina,Connecticut,2024-01-25,Balanced high-level initiative,Sports,443.4,185,2026,5
919,811,82,4,2026-02-17,cancelled,402.56,Karen Nichols,tammykim@example.net,Morrowside,Rhode Island,2024-01-17,Upgradable asymmetric capacity,Clothing,100.64,274,2026,2
920,179,91,5,2026-02-27,cancelled,436.59999999999997,Travis Hobbs,conniesimmons@example.com,West Shellyfurt,North Dakota,2024-05-28,Exclusive bandwidth-monitored moratorium,Electronics,87.32,1,2026,2
921,229,86,5,2026-05-09,pending,271.8,Alexandra Dominguez,mcneilrobert@example.org,Jonesfurt,Colorado,2025-08-22,Polarized maximized attitude,Sports,54.36,333,2026,5
922,388,40,3,2025-10-04,pending,1294.1100000000001,Susan Aguirre,justin84@example.com,Port Casey,Florida,2024-04-26,Diverse non-volatile productivity,Electronics,431.37,78,2025,10
923,182,94,1,2026-05-23,refunded,332.95,Derrick Nunez,russojacob@example.net,South Jason,Michigan,2024-05-11,Advanced optimal Internet solution,Sports,332.95,249,2026,5
924,872,99,5,2026-02-07,completed,418.8,Samantha Maldonado,reynoldsdaisy@example.org,Port Julie,Kansas,2023-12-18,Function-based web-enabled installation,Sports,83.76,491,2026,2
925,187,78,3,2026-05-13,pending,645.72,Catherine Preston,warrenmary@example.org,Port Adamberg,South Dakota,2024-02-22,Team-oriented transitional knowledgebase,Books,215.24,239,2026,5
926,655,73,1,2025-11-09,refunded,123.56,Chad Williams,larrygraham@example.net,Larryside,Wyoming,2023-11-20,Configurable analyzing knowledge user,Sports,123.56,342,2025,11
927,145,43,1,2025-06-16,pending,498.07,David Aguirre,eevans@example.net,East Scottfort,New Jersey,2024-01-23,Distributed value-added workforce,Sports,498.07,270,2025,6
928,356,41,2,2026-04-10,completed,794.56,Melissa Patterson,yclarke@example.com,South Dennisfort,Wyoming,2024-02-23,Integrated methodical structure,Clothing,397.28,216,2026,4
929,842,91,3,2025-10-29,refunded,261.96,Tracy Gutierrez,hbarnett@example.net,New Timothy,New York,2026-05-19,Exclusive bandwidth-monitored moratorium,Electronics,87.32,1,2025,10
930,12,34,2,2026-04-17,pending,886.04,Sandra Parker,allenashley@example.org,Lake Toddland,Wisconsin,2025-01-17,Re-contextualized even-keeled policy,Home & Kitchen,443.02,329,2026,4
931,710,9,3,2025-08-21,cancelled,430.26,Cody Taylor,hwhite@example.com,East James,West Virginia,2023-12-31,Open-source multi-state leverage,Sports,143.42,445,2025,8
932,806,14,1,2026-03-25,completed,424.65,Maureen Bailey,dday@example.org,East Jessicafurt,Wyoming,2024-09-30,Public-key transitional algorithm,Books,424.65,309,2026,3
933,396,57,4,2025-09-13,pending,497.12,Matthew Miles,martinezjesse@example.net,Lindamouth,Washington,2024-01-11,Polarized context-sensitive matrices,Books,124.28,123,2025,9
934,906,53,4,2025-06-16,refunded,1089.76,Sandra Becker,maynancy@example.org,West Catherinestad,Michigan,2026-05-17,Stand-alone coherent parallelism,Clothing,272.44,398,2025,6
935,360,70,4,2026-02-21,completed,164.24,Gregory Thornton,melissahopkins@example.net,South Krista,Hawaii,2023-10-01,Cross-platform full-range middleware,Electronics,41.06,323,2026,2
936,849,62,5,2025-06-28,pending,1333.3000000000002,Jenny Carter,rthompson@example.net,Stoneville,Utah,2023-08-07,Vision-oriented upward-trending utilization,Books,266.66,310,2025,6
937,167,58,1,2026-03-20,completed,473.78,Gary Aguilar,greenmichael@example.org,Lake Davidport,Hawaii,2024-08-31,Multi-tiered 24/7 secured line,Sports,473.78,43,2026,3
938,302,3,3,2025-07-30,cancelled,1020.8399999999999,Jason Martin,slozano@example.com,Jimmytown,Texas,2023-09-19,Front-line context-sensitive Local Area Network,Electronics,340.28,456,2025,7
939,975,14,1,2026-02-20,cancelled,424.65,David Stark,wanderson@example.org,Mejiaport,Utah,2025-08-22,Public-key transitional algorithm,Books,424.65,309,2026,2
940,175,49,2,2025-07-08,completed,972.2,Christopher Medina,jessicawalker@example.org,West Stevenside,Nevada,2025-01-16,Advanced empowering hierarchy,Books,486.1,390,2025,7
941,561,12,3,2025-07-24,refunded,1436.5500000000002,Robert Pearson,william46@example.net,Jamesfurt,Kentucky,2025-04-28,Public-key bottom-line structure,Clothing,478.85,172,2025,7
942,722,4,4,2025-08-10,pending,195.76,Brian Miller,petersonbrittany@example.org,New Michaelmouth,Missouri,2025-03-07,Profit-focused secondary budgetary management,Sports,48.94,216,2025,8
943,622,56,2,2026-03-29,completed,880.16,Kevin Carson,shawn26@example.com,North Bryanberg,New Mexico,2024-02-04,Stand-alone composite moderator,Books,440.08,425,2026,3
944,104,43,2,2025-07-07,pending,996.14,Jennifer Lewis,reeddaniel@example.net,Roseport,Arizona,2024-02-10,Distributed value-added workforce,Sports,498.07,270,2025,7
945,420,90,5,2025-12-26,cancelled,557.9,Samuel Keller,smithmichelle@example.net,Hallfurt,North Carolina,2026-05-19,Organic attitude-oriented leverage,Home & Kitchen,111.58,205,2025,12
946,677,37,3,2025-08-13,pending,1125.03,Katherine Lopez,pruittpaul@example.org,West Donna,California,2024-10-24,Assimilated directional hub,Books,375.01,219,2025,8
947,99,7,4,2026-03-10,refunded,416.88,Kristina Rivera,jenkinsmorgan@example.com,West Carolinestad,Connecticut,2025-03-08,Cloned 24hour synergy,Sports,104.22,332,2026,3
948,158,7,3,2026-05-28,completed,312.65999999999997,Michael Stewart,ann44@example.org,Huangfurt,Minnesota,2026-04-25,Cloned 24hour synergy,Sports,104.22,332,2026,5
949,438,12,3,2026-03-01,refunded,1436.5500000000002,Alexandria Jimenez,astephens@example.net,Youngshire,Texas,2024-11-16,Public-key bottom-line structure,Clothing,478.85,172,2026,3
950,205,13,1,2026-02-22,pending,51.81,Jay Bennett,eewing@example.net,Fergusonchester,Ohio,2023-07-24,Vision-oriented real-time project,Electronics,51.81,49,2026,2
951,175,82,3,2025-09-25,completed,301.92,Christopher Medina,jessicawalker@example.org,West Stevenside,Nevada,2025-01-16,Upgradable asymmetric capacity,Clothing,100.64,274,2025,9
952,485,15,3,2025-09-25,refunded,1214.1299999999999,Kylie Coffey,dominguezjon@example.com,Lake Shawnview,Wyoming,2024-09-23,Organic mission-critical success,Books,404.71,373,2025,9
953,483,63,3,2026-04-22,completed,1447.17,Sandra Smith,foxgina@example.com,Lake Justin,Illinois,2023-07-21,Decentralized solution-oriented customer loyalty,Home & Kitchen,482.39,475,2026,4
954,658,70,4,2025-09-16,pending,164.24,Elijah Murphy,gibsonkristina@example.org,Robinsontown,South Dakota,2024-02-13,Cross-platform full-range middleware,Electronics,41.06,323,2025,9
955,380,49,3,2026-03-18,pending,1458.3000000000002,Evan Carter,catherine64@example.com,Juliehaven,New Hampshire,2024-09-09,Advanced empowering hierarchy,Books,486.1,390,2026,3
956,457,6,3,2025-11-04,refunded,766.92,James Miller,mwhite@example.net,Jensenport,Michigan,2025-11-25,Fully-configurable maximized success,Clothing,255.64,13,2025,11
957,477,34,2,2026-05-03,cancelled,886.04,Brian Thompson,donnawood@example.org,Kimberlybury,New York,2023-12-29,Re-contextualized even-keeled policy,Home & Kitchen,443.02,329,2026,5
958,578,8,2,2025-08-25,completed,426.46,Susan Mccann,josechristian@example.org,Williamsonview,Georgia,2023-09-19,Automated systemic service-desk,Sports,213.23,229,2025,8
959,88,86,3,2025-07-14,refunded,163.07999999999998,Jason Taylor,torrestravis@example.org,New Derek,New Jersey,2024-07-24,Polarized maximized attitude,Sports,54.36,333,2025,7
960,995,97,5,2026-04-18,pending,1877.45,Willie Duncan,michellewang@example.net,Piercestad,Wisconsin,2024-02-07,Reverse-engineered scalable pricing structure,Electronics,375.49,29,2026,4
961,567,8,4,2025-08-25,refunded,852.92,Kyle Camacho,qmosley@example.net,South Sherryberg,Kansas,2023-10-14,Automated systemic service-desk,Sports,213.23,229,2025,8
962,989,69,4,2025-12-19,pending,478.68,James White,joseph63@example.org,Sandovalview,Louisiana,2024-11-01,Automated impactful product,Sports,119.67,112,2025,12
963,488,39,1,2025-06-26,refunded,257.7,Jeremy Green,jonesashley@example.com,Smithfort,Georgia,2025-05-29,Implemented fault-tolerant structure,Clothing,257.7,46,2025,6
964,925,92,1,2025-12-05,pending,137.0,Tiffany Burton,derrickbennett@example.org,West Theodore,New York,2025-11-22,Reverse-engineered didactic policy,Home & Kitchen,137.0,401,2025,12
965,124,97,4,2025-07-23,pending,1501.96,Melissa Taylor,awest@example.org,West Jasonberg,Oklahoma,2026-04-09,Reverse-engineered scalable pricing structure,Electronics,375.49,29,2025,7
966,972,22,2,2025-06-26,pending,868.06,Terri Gonzalez,davidcook@example.org,West Lauraberg,Minnesota,2024-10-28,Fundamental well-modulated paradigm,Clothing,434.03,194,2025,6
967,130,6,4,2025-11-02,completed,1022.56,Curtis Williams,zachary87@example.com,Port Deborahport,Minnesota,2026-01-13,Fully-configurable maximized success,Clothing,255.64,13,2025,11
968,700,56,2,2025-07-13,pending,880.16,Jerome Reid,michelle71@example.com,Grayfort,New Hampshire,2024-09-19,Stand-alone composite moderator,Books,440.08,425,2025,7
969,855,77,3,2026-02-21,cancelled,161.60999999999999,John Bell,elizabeth45@example.com,Port Michaelmouth,North Dakota,2025-10-09,Streamlined dynamic emulation,Electronics,53.87,220,2026,2
970,933,94,1,2025-07-07,completed,332.95,James Deleon,rhonda81@example.net,New Jasonside,Illinois,2026-05-28,Advanced optimal Internet solution,Sports,332.95,249,2025,7
971,398,72,4,2025-11-19,cancelled,1722.6,Denise Guerra,caseymoore@example.com,Ambermouth,Alabama,2025-10-11,Public-key user-facing monitoring,Electronics,430.65,36,2025,11
972,878,36,5,2025-10-26,refunded,1870.05,Caitlin Davis,portererin@example.com,Port Lindsey,Washington,2025-11-01,Digitized multi-state forecast,Clothing,374.01,275,2025,10
973,940,2,5,2026-03-10,refunded,581.3000000000001,William Sanders,sergiowoods@example.org,Martinland,Connecticut,2025-02-17,Synergized real-time intranet,Clothing,116.26,377,2026,3
974,116,54,2,2025-11-21,pending,919.46,Sydney Collins,tanderson@example.org,Angelicamouth,Florida,2025-06-17,Profit-focused foreground model,Sports,459.73,306,2025,11
975,581,76,5,2026-03-21,completed,2024.4499999999998,Ricky Johnson,joe73@example.com,Millerfort,Florida,2026-01-24,User-centric contextually-based solution,Home & Kitchen,404.89,97,2026,3
976,948,14,5,2026-02-10,completed,2123.25,Michael Medina,cody97@example.net,North Michael,Oklahoma,2026-02-06,Public-key transitional algorithm,Books,424.65,309,2026,2
977,805,37,5,2025-12-14,cancelled,1875.05,Richard Lyons,mooredaniel@example.com,New Reginald,California,2024-02-13,Assimilated directional hub,Books,375.01,219,2025,12
978,899,53,3,2026-06-04,refunded,817.3199999999999,William Nichols,karmstrong@example.net,Franciscofurt,New Jersey,2025-09-08,Stand-alone coherent parallelism,Clothing,272.44,398,2026,6
979,671,63,5,2026-03-21,refunded,2411.95,Randy Campbell,krista66@example.net,South Destinyberg,Montana,2024-02-18,Decentralized solution-oriented customer loyalty,Home & Kitchen,482.39,475,2026,3
980,39,23,3,2026-03-05,refunded,689.91,Stacey Osborne,gregoryrubio@example.net,Williamsbury,Delaware,2024-10-26,Versatile bifurcated success,Books,229.97,427,2026,3
981,148,80,5,2025-06-29,refunded,179.65,Shawn Jimenez,landrywilliam@example.org,New Michael,Arkansas,2024-04-17,Future-proofed neutral focus group,Electronics,35.93,372,2025,6
982,40,51,3,2025-06-18,pending,1265.31,Mary Travis,stephanie79@example.net,Rivasside,New Hampshire,2026-02-21,Programmable impactful matrices,Books,421.77,259,2025,6
983,51,96,4,2025-08-07,cancelled,1168.44,Andrea Holland,atkinsonlynn@example.org,Yumouth,Virginia,2023-11-28,Vision-oriented secondary core,Electronics,292.11,277,2025,8
984,919,48,1,2026-04-23,cancelled,230.13,Amanda Landry,russellramirez@example.net,Coryport,Hawaii,2023-10-21,Innovative client-server paradigm,Clothing,230.13,488,2026,4
985,838,39,3,2025-09-12,cancelled,773.0999999999999,Brandon Lang,joshua56@example.org,Troyton,Montana,2024-05-06,Implemented fault-tolerant structure,Clothing,257.7,46,2025,9
986,864,63,1,2025-08-16,pending,482.39,Regina Taylor,johnbutler@example.org,Kevinport,Oregon,2026-03-26,Decentralized solution-oriented customer loyalty,Home & Kitchen,482.39,475,2025,8
987,138,39,4,2025-11-29,cancelled,1030.8,Jill Miller,elizabeth18@example.net,Patriciaburgh,Virginia,2025-07-30,Implemented fault-tolerant structure,Clothing,257.7,46,2025,11
988,276,94,4,2026-05-08,completed,1331.8,Suzanne Jones,jhawkins@example.com,Apriltown,Vermont,2025-04-26,Advanced optimal Internet solution,Sports,332.95,249,2026,5
989,193,57,2,2025-07-03,refunded,248.56,Kristy Johnson,alexis39@example.org,Hickmanport,Hawaii,2025-02-21,Polarized context-sensitive matrices,Books,124.28,123,2025,7
990,759,63,5,2025-10-30,cancelled,2411.95,Luke Daniel,johnwang@example.com,Lake Lori,Illinois,2024-11-14,Decentralized solution-oriented customer loyalty,Home & Kitchen,482.39,475,2025,10
991,841,8,5,2026-05-25,pending,1066.1499999999999,Dennis Watts,knelson@example.org,Wilsonmouth,Georgia,2025-09-16,Automated systemic service-desk,Sports,213.23,229,2026,5
992,68,40,5,2025-12-15,refunded,2156.85,Frank Cordova,ahancock@example.net,Gutierrezborough,North Dakota,2024-07-14,Diverse non-volatile productivity,Electronics,431.37,78,2025,12
993,139,100,5,2025-09-03,completed,227.85,Carrie Ward,davidharris@example.org,Port Troy,Mississippi,2025-02-10,Right-sized encompassing methodology,Sports,45.57,95,2025,9
994,178,25,2,2026-01-28,completed,674.12,Donna Cabrera,barbara53@example.com,Lake Adriana,Nebraska,2024-05-08,Switchable global circuit,Clothing,337.06,359,2026,1
995,256,5,4,2025-10-13,completed,82.84,Danielle Mcknight,mayokimberly@example.com,Stephensfort,Minnesota,2026-03-10,Robust full-range complexity,Electronics,20.71,111,2025,10
996,941,47,2,2026-03-03,cancelled,122.2,Tom Watkins,thomaschristina@example.com,North Katrina,Kentucky,2024-09-07,Assimilated didactic paradigm,Books,61.1,222,2026,3
997,378,60,5,2025-06-22,refunded,1921.55,Lisa Ray,tiffanymitchell@example.com,Hamptonmouth,Colorado,2024-08-04,Integrated demand-driven definition,Sports,384.31,65,2025,6
998,651,16,1,2025-11-21,pending,270.89,Sydney Bennett,pattonbryan@example.com,West Cherylchester,California,2023-10-03,Centralized explicit workforce,Home & Kitchen,270.89,498,2025,11
999,382,63,5,2026-04-17,refunded,2411.95,James Hubbard,garciachristine@example.org,Parkerbury,West Virginia,2024-04-20,Decentralized solution-oriented customer loyalty,Home & Kitchen,482.39,475,2026,4
